"filename", "language", "C++", "JSON", "Markdown", "CMake", "ShaderLab", "YAML", "HTML", "CSS", "JavaScript", "XML", "SCSS", "C", "Shell Script", "Rust", "pip requirements", "Objective-C", "Batch", "Docker", "Python", "reStructuredText", "Makefile", "Java", "Objective-C++", "HLSL", "Diff", "C#", "comment", "blank", "total"
"/home/breno/dev/graphics/external/glfw/src/linux_joystick.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 299, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 81, 438
"/home/breno/dev/graphics/external/glfw/src/linux_joystick.h", "C++", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 8, 65
"/home/breno/dev/graphics/external/glfw/src/macos_time.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 12, 58
"/home/breno/dev/graphics/external/glfw/src/macos_time.h", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 4, 36
"/home/breno/dev/graphics/external/glfw/src/mappings.h", "C++", 938, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 6, 1002
"/home/breno/dev/graphics/external/glfw/src/monitor.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 120, 557
"/home/breno/dev/graphics/external/glfw/src/nsgl_context.m", "Objective-C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 79, 379
"/home/breno/dev/graphics/external/glfw/src/null_init.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 14, 266
"/home/breno/dev/graphics/external/glfw/src/null_joystick.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 10, 57
"/home/breno/dev/graphics/external/glfw/src/null_joystick.h", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 3, 33
